CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Credit_Limit,Test_colum
721074183.0,Existing Customer,49.0,M,1.0,Doctorate,Married,$60K - $80K,Blue,36.0,4.0,6.0,3.0,24159.0,1196.0,22963.0,0.712,1111.0,24.0,1.0,0.05,0.00032436,0.99968,24159.0,66
715259583.0,Existing Customer,53.0,F,2.0,High School,Married,Less than $40K,Blue,44.0,3.0,2.0,3.0,5362.0,1901.0,3461.0,0.816,1553.0,38.0,1.0,0.355,0.0001861,0.99981,5362.0,43
718414008.0,Existing Customer,50.0,M,2.0,Graduate,Single,$120K +,Blue,36.0,3.0,2.0,2.0,34516.0,1023.0,33493.0,1.004,1064.0,13.0,0.625,0.03,0.00011382,0.99989,34516.0,16
719666283.0,Existing Customer,55.0,F,1.0,Doctorate,Married,Less than $40K,Blue,36.0,4.0,1.0,0.0,3174.0,1951.0,1223.0,0.766,1243.0,29.0,0.611,0.615,2.7596e-05,0.99997,3174.0,20
714877233.0,Existing Customer,53.0,M,1.0,High School,Married,$80K - $120K,Blue,47.0,3.0,2.0,2.0,12262.0,1836.0,10426.0,1.584,1659.0,38.0,1.533,0.15,0.00010386,0.9999,12262.0,51
785387883.0,Existing Customer,47.0,F,3.0,High School,Single,$40K - $60K,Blue,41.0,4.0,3.0,3.0,3788.0,1540.0,2248.0,0.566,1594.0,47.0,0.382,0.407,0.00030516,0.99969,3788.0,6
771075258.0,Existing Customer,55.0,M,2.0,College,Single,$120K +,Silver,42.0,2.0,3.0,2.0,34516.0,1527.0,32989.0,0.526,1268.0,42.0,0.355,0.044,0.00015801,0.99984,34516.0,50
711318033.0,Existing Customer,47.0,M,3.0,Graduate,Single,$60K - $80K,Blue,36.0,4.0,2.0,2.0,2926.0,0.0,2926.0,0.676,1304.0,24.0,0.846,0.0,0.00011811,0.99988,2926.0,82
783554958.0,Existing Customer,58.0,M,4.0,Graduate,Single,$120K +,Blue,52.0,6.0,1.0,0.0,32090.0,0.0,32090.0,0.567,1368.0,30.0,0.364,0.0,2.1307e-05,0.99998,32090.0,29
720201033.0,Attrited Customer,53.0,M,2.0,Graduate,Married,$80K - $120K,Blue,41.0,3.0,3.0,2.0,11669.0,2227.0,9442.0,0.622,720.0,23.0,0.353,0.191,0.99447,0.00553,11669.0,94
718039683.0,Existing Customer,52.0,M,2.0,High School,Single,$40K - $60K,Blue,45.0,3.0,1.0,2.0,13532.0,1300.0,12232.0,0.846,1521.0,29.0,1.417,0.096,5.3542e-05,0.99995,13532.0,41
710806083.0,Existing Customer,50.0,F,1.0,Uneducated,Unknown,Less than $40K,Silver,36.0,4.0,2.0,2.0,11888.0,2090.0,9798.0,0.7,1137.0,30.0,0.765,0.176,9.9255e-05,0.9999,11888.0,21
714752208.0,Existing Customer,42.0,F,1.0,Graduate,Married,Less than $40K,Blue,36.0,5.0,1.0,2.0,2393.0,1985.0,408.0,0.788,978.0,16.0,0.778,0.83,5.1697e-05,0.99995,2393.0,19
822063408.0,Existing Customer,43.0,M,4.0,Unknown,Married,$40K - $60K,Blue,39.0,5.0,1.0,2.0,6111.0,2517.0,3594.0,0.632,1221.0,16.0,2.2,0.412,6.3492e-05,0.99994,6111.0,70
714490308.0,Existing Customer,57.0,M,4.0,Graduate,Married,$80K - $120K,Blue,46.0,3.0,2.0,3.0,19270.0,1662.0,17608.0,1.186,1565.0,28.0,1.545,0.086,0.00020077,0.9998,19270.0,72
713356833.0,Existing Customer,52.0,M,1.0,Graduate,Married,$80K - $120K,Blue,43.0,3.0,1.0,4.0,3710.0,2517.0,1193.0,1.541,1578.0,34.0,0.7,0.678,0.00014834,0.99985,3710.0,97
711402333.0,Existing Customer,47.0,M,2.0,Doctorate,Single,Less than $40K,Blue,37.0,2.0,1.0,3.0,3235.0,797.0,2438.0,0.541,1493.0,32.0,1.0,0.246,0.00013405,0.99987,3235.0,67
708296883.0,Existing Customer,44.0,F,3.0,Graduate,Single,$40K - $60K,Blue,38.0,3.0,1.0,0.0,11749.0,788.0,10961.0,0.688,1178.0,27.0,0.929,0.067,2.1081e-05,0.99998,11749.0,63
719154483.0,Existing Customer,53.0,M,2.0,High School,Divorced,$60K - $80K,Blue,36.0,5.0,3.0,2.0,7753.0,2100.0,5653.0,0.839,991.0,26.0,0.733,0.271,0.00017486,0.99983,7753.0,74
717721458.0,Existing Customer,45.0,M,4.0,College,Divorced,$60K - $80K,Blue,40.0,5.0,1.0,0.0,10408.0,1186.0,9222.0,1.689,2560.0,42.0,1.211,0.114,2.0715e-05,0.99998,10408.0,44
711112683.0,Existing Customer,63.0,F,1.0,College,Married,Unknown,Blue,36.0,6.0,2.0,3.0,3967.0,1568.0,2399.0,1.236,1657.0,29.0,1.231,0.395,0.0001747,0.99983,3967.0,33
715674483.0,Existing Customer,39.0,F,2.0,Post-Graduate,Single,Less than $40K,Blue,27.0,4.0,2.0,2.0,6205.0,2517.0,3688.0,0.939,1204.0,19.0,0.727,0.406,0.00013393,0.99987,6205.0,55
789322833.0,Attrited Customer,48.0,F,5.0,High School,Married,Less than $40K,Blue,38.0,1.0,3.0,3.0,8025.0,0.0,8025.0,0.654,673.0,18.0,0.8,0.0,0.99672,0.00328187,8025.0,11
789968058.0,Existing Customer,51.0,M,1.0,Unknown,Single,$120K +,Blue,42.0,6.0,2.0,3.0,9036.0,2327.0,6709.0,0.649,1131.0,18.0,0.636,0.258,0.00019751,0.9998,9036.0,8
709919283.0,Existing Customer,54.0,M,4.0,Graduate,Married,$80K - $120K,Blue,34.0,2.0,3.0,2.0,14926.0,2517.0,12409.0,1.996,1576.0,25.0,1.5,0.169,0.00018864,0.99981,14926.0,3
718744008.0,Existing Customer,59.0,F,1.0,Graduate,Single,Less than $40K,Blue,36.0,3.0,2.0,3.0,6335.0,1128.0,5207.0,0.397,1217.0,20.0,0.667,0.178,0.00017969,0.99982,6335.0,47
767712558.0,Attrited Customer,59.0,M,1.0,College,Single,$60K - $80K,Blue,53.0,2.0,3.0,3.0,14979.0,0.0,14979.0,0.71,530.0,10.0,1.0,0.0,0.99639,0.00360825,14979.0,4
712950783.0,Attrited Customer,48.0,F,4.0,Uneducated,Married,Less than $40K,Blue,38.0,3.0,2.0,3.0,2732.0,0.0,2732.0,0.76,739.0,16.0,0.455,0.0,0.99518,0.00481999,2732.0,6
716104983.0,Existing Customer,41.0,F,2.0,Graduate,Single,Less than $40K,Blue,32.0,6.0,3.0,2.0,2250.0,2117.0,133.0,1.162,1617.0,31.0,2.875,0.941,0.00017987,0.99982,2250.0,20
818839983.0,Existing Customer,55.0,M,2.0,Graduate,Married,$120K +,Blue,50.0,3.0,2.0,0.0,10916.0,1536.0,9380.0,1.317,1592.0,34.0,1.0,0.141,4.1986e-05,0.99996,10916.0,86
772288758.0,Existing Customer,47.0,F,4.0,Graduate,Married,Unknown,Blue,36.0,4.0,1.0,3.0,5349.0,1228.0,4121.0,0.728,1343.0,30.0,1.308,0.23,9.7154e-05,0.9999,5349.0,69
712350858.0,Existing Customer,41.0,M,2.0,High School,Married,$80K - $120K,Blue,24.0,4.0,1.0,3.0,9366.0,1104.0,8262.0,0.572,1303.0,39.0,0.625,0.118,9.0056e-05,0.99991,9366.0,8
711009708.0,Existing Customer,40.0,M,3.0,High School,Single,$80K - $120K,Blue,28.0,5.0,1.0,0.0,21617.0,0.0,21617.0,1.047,1351.0,22.0,0.467,0.0,2.0494e-05,0.99998,21617.0,61
712720158.0,Existing Customer,68.0,M,1.0,Graduate,Married,Unknown,Blue,56.0,5.0,2.0,3.0,13860.0,1652.0,12208.0,1.255,1910.0,32.0,1.909,0.119,0.00017969,0.99982,13860.0,19
712215258.0,Existing Customer,50.0,F,1.0,Graduate,Single,$40K - $60K,Silver,31.0,2.0,2.0,3.0,18386.0,0.0,18386.0,0.868,1298.0,22.0,0.571,0.0,0.00016236,0.99984,18386.0,37
773827008.0,Existing Customer,47.0,M,4.0,Uneducated,Single,$60K - $80K,Blue,41.0,6.0,2.0,2.0,2405.0,1540.0,865.0,0.469,1087.0,29.0,1.231,0.64,0.00012274,0.99988,2405.0,50
795232683.0,Existing Customer,53.0,F,1.0,College,Married,Less than $40K,Blue,47.0,4.0,2.0,3.0,2154.0,930.0,1224.0,2.121,1439.0,26.0,1.364,0.432,0.0001747,0.99983,2154.0,19
713786508.0,Existing Customer,42.0,F,5.0,Unknown,Married,$40K - $60K,Blue,36.0,3.0,3.0,3.0,2038.0,0.0,2038.0,0.786,1238.0,28.0,0.75,0.0,0.00034328,0.99966,2038.0,74
713539833.0,Existing Customer,48.0,F,4.0,High School,Single,$40K - $60K,Blue,38.0,6.0,1.0,3.0,8135.0,0.0,8135.0,1.373,1716.0,29.0,0.812,0.0,9.4447e-05,0.99991,8135.0,38
712454058.0,Existing Customer,49.0,M,1.0,Doctorate,Married,$120K +,Blue,38.0,6.0,1.0,3.0,9364.0,618.0,8746.0,0.554,1099.0,27.0,0.8,0.066,0.00012583,0.99987,9364.0,37
718759833.0,Existing Customer,44.0,F,2.0,Uneducated,Married,Unknown,Silver,35.0,4.0,3.0,2.0,32643.0,0.0,32643.0,1.3,1058.0,24.0,2.429,0.0,0.00016711,0.99983,32643.0,94
718803333.0,Existing Customer,43.0,F,4.0,Graduate,Divorced,Less than $40K,Blue,34.0,2.0,3.0,1.0,3195.0,1954.0,1241.0,0.971,1285.0,29.0,0.706,0.612,0.00011377,0.99989,3195.0,99
720253908.0,Existing Customer,56.0,M,0.0,High School,Married,$80K - $120K,Blue,43.0,5.0,2.0,1.0,2852.0,1024.0,1828.0,1.009,1651.0,28.0,1.0,0.359,5.7261e-05,0.99994,2852.0,85
714133158.0,Existing Customer,59.0,F,1.0,College,Single,Unknown,Blue,36.0,2.0,3.0,3.0,4224.0,1305.0,2919.0,0.852,1152.0,31.0,0.824,0.309,0.00027607,0.99972,4224.0,61
713187033.0,Existing Customer,46.0,M,1.0,Uneducated,Married,$60K - $80K,Blue,36.0,3.0,2.0,2.0,20459.0,2071.0,18388.0,1.248,1767.0,38.0,2.167,0.101,0.00010985,0.99989,20459.0,54
714791208.0,Existing Customer,47.0,F,4.0,Unknown,Divorced,Less than $40K,Blue,41.0,6.0,5.0,3.0,3482.0,2114.0,1368.0,0.508,1039.0,24.0,0.263,0.607,0.00038948,0.99961,3482.0,92
772426383.0,Existing Customer,50.0,F,4.0,Uneducated,Married,$40K - $60K,Blue,40.0,5.0,2.0,3.0,3065.0,1570.0,1495.0,1.077,1130.0,28.0,1.333,0.512,0.00020643,0.99979,3065.0,67
710975883.0,Existing Customer,51.0,F,3.0,Uneducated,Married,Less than $40K,Blue,43.0,3.0,1.0,2.0,2185.0,1761.0,424.0,0.682,1645.0,30.0,0.429,0.806,5.8763e-05,0.99994,2185.0,90
714264408.0,Existing Customer,47.0,F,3.0,Uneducated,Married,Less than $40K,Blue,36.0,4.0,1.0,0.0,1611.0,746.0,865.0,0.993,1413.0,29.0,0.706,0.463,2.1676e-05,0.99998,1611.0,28
715827858.0,Existing Customer,58.0,F,4.0,Uneducated,Married,Less than $40K,Blue,47.0,3.0,3.0,3.0,2822.0,2173.0,649.0,1.456,1218.0,23.0,2.286,0.77,0.0003262,0.99967,2822.0,94
713741358.0,Attrited Customer,46.0,M,5.0,Graduate,Single,$80K - $120K,Blue,33.0,6.0,3.0,3.0,32975.0,2517.0,30458.0,0.658,597.0,17.0,0.7,0.076,0.99681,0.00319072,32975.0,54
709531908.0,Existing Customer,53.0,M,3.0,High School,Married,$60K - $80K,Blue,47.0,5.0,2.0,2.0,1438.3,0.0,1438.3,0.776,2184.0,53.0,0.828,0.0,0.00011482,0.99989,1438.3,61
716493408.0,Existing Customer,45.0,F,4.0,Uneducated,Divorced,Unknown,Blue,36.0,4.0,3.0,3.0,15875.0,1719.0,14156.0,0.86,1592.0,37.0,1.467,0.108,0.0003262,0.99967,15875.0,65
714141108.0,Existing Customer,52.0,F,1.0,High School,Married,Less than $40K,Blue,45.0,6.0,3.0,3.0,6703.0,893.0,5810.0,0.567,1388.0,28.0,0.75,0.133,0.00027604,0.99972,6703.0,36
708953883.0,Attrited Customer,53.0,M,2.0,Unknown,Married,$80K - $120K,Blue,36.0,2.0,2.0,1.0,3212.0,0.0,3212.0,0.713,757.0,20.0,0.25,0.0,0.98692,0.01308,3212.0,28
712608783.0,Existing Customer,50.0,M,2.0,High School,Married,$80K - $120K,Silver,45.0,3.0,1.0,3.0,34516.0,1260.0,33256.0,0.588,1504.0,34.0,0.789,0.037,8.1371e-05,0.99992,34516.0,53
820353558.0,Existing Customer,41.0,F,3.0,High School,Married,$40K - $60K,Blue,36.0,4.0,1.0,2.0,9797.0,1434.0,8363.0,0.644,1503.0,34.0,0.478,0.146,5.5559e-05,0.99994,9797.0,7
714964758.0,Existing Customer,45.0,F,5.0,Graduate,Divorced,$40K - $60K,Blue,36.0,5.0,2.0,2.0,10400.0,1777.0,8623.0,0.791,1105.0,28.0,0.867,0.171,0.00011751,0.99988,10400.0,6
716264358.0,Existing Customer,53.0,M,3.0,Uneducated,Married,$80K - $120K,Blue,42.0,2.0,1.0,2.0,26792.0,1836.0,24956.0,1.432,2398.0,47.0,0.88,0.069,5.8763e-05,0.99994,26792.0,88
717296808.0,Existing Customer,67.0,F,1.0,Graduate,Married,Less than $40K,Blue,56.0,4.0,3.0,2.0,3006.0,2517.0,489.0,2.053,1661.0,32.0,1.0,0.837,0.00016883,0.99983,3006.0,96
712977183.0,Existing Customer,57.0,F,2.0,Uneducated,Single,$40K - $60K,Silver,36.0,6.0,3.0,0.0,19482.0,1072.0,18410.0,0.706,1421.0,22.0,1.444,0.055,6.1645e-05,0.99994,19482.0,43
710829108.0,Existing Customer,59.0,F,1.0,Uneducated,Married,$40K - $60K,Blue,36.0,4.0,2.0,3.0,3356.0,985.0,2371.0,0.35,999.0,28.0,0.556,0.294,0.00018475,0.99982,3356.0,11
779562633.0,Existing Customer,45.0,M,2.0,Uneducated,Married,$40K - $60K,Blue,34.0,3.0,2.0,1.0,5771.0,2248.0,3523.0,1.791,1387.0,18.0,0.8,0.39,7.0576e-05,0.99993,5771.0,56
715315833.0,Existing Customer,51.0,M,3.0,Graduate,Married,$80K - $120K,Blue,36.0,6.0,2.0,3.0,11106.0,2107.0,8999.0,0.948,1243.0,24.0,1.0,0.19,0.00019864,0.9998,11106.0,97
815500983.0,Existing Customer,59.0,F,1.0,Uneducated,Married,Less than $40K,Blue,54.0,5.0,3.0,0.0,2890.0,2001.0,889.0,1.334,1860.0,36.0,1.0,0.692,6.4038e-05,0.99994,2890.0,32
719360583.0,Existing Customer,53.0,M,1.0,Graduate,Married,$60K - $80K,Blue,45.0,6.0,2.0,2.0,3380.0,1701.0,1679.0,0.747,1502.0,25.0,1.273,0.503,0.00010684,0.99989,3380.0,30
709701558.0,Existing Customer,47.0,M,3.0,Graduate,Married,$60K - $80K,Blue,36.0,2.0,1.0,2.0,21331.0,1251.0,20080.0,0.949,1460.0,50.0,1.083,0.059,5.7151e-05,0.99994,21331.0,16
721148358.0,Existing Customer,49.0,F,3.0,Uneducated,Single,Unknown,Blue,38.0,6.0,2.0,1.0,12860.0,0.0,12860.0,0.646,1348.0,27.0,0.286,0.0,7.3235e-05,0.99993,12860.0,42
779862408.0,Existing Customer,49.0,M,3.0,Post-Graduate,Single,$80K - $120K,Blue,33.0,3.0,1.0,0.0,6278.0,462.0,5816.0,1.161,1087.0,33.0,0.941,0.074,2.4806e-05,0.99998,6278.0,9
812627208.0,Existing Customer,60.0,F,0.0,College,Single,Less than $40K,Blue,55.0,5.0,1.0,3.0,1438.3,738.0,700.3,0.782,1226.0,33.0,0.571,0.513,7.7286e-05,0.99992,1438.3,13
711033408.0,Existing Customer,50.0,F,2.0,High School,Married,Less than $40K,Blue,36.0,5.0,1.0,2.0,9355.0,1626.0,7729.0,0.701,1230.0,28.0,0.867,0.174,5.3542e-05,0.99995,9355.0,57
779956608.0,Existing Customer,41.0,F,2.0,Post-Graduate,Married,Unknown,Blue,31.0,6.0,1.0,3.0,20758.0,0.0,20758.0,0.688,1555.0,32.0,0.684,0.0,0.000109,0.99989,20758.0,98
780376683.0,Existing Customer,57.0,M,1.0,Graduate,Married,$80K - $120K,Blue,47.0,5.0,3.0,1.0,14612.0,1976.0,12636.0,1.768,1827.0,24.0,3.0,0.135,0.00010182,0.9999,14612.0,58
717912483.0,Existing Customer,43.0,M,4.0,Graduate,Unknown,$80K - $120K,Blue,27.0,5.0,2.0,0.0,27259.0,0.0,27259.0,0.731,1376.0,35.0,0.591,0.0,4.4033e-05,0.99996,27259.0,96
714454758.0,Existing Customer,57.0,F,3.0,Graduate,Married,Less than $40K,Blue,47.0,4.0,2.0,3.0,6347.0,1594.0,4753.0,0.896,1771.0,37.0,0.762,0.251,0.00019864,0.9998,6347.0,1
780466533.0,Existing Customer,54.0,M,3.0,Doctorate,Married,$120K +,Blue,41.0,3.0,3.0,0.0,21592.0,1676.0,19916.0,1.097,1873.0,52.0,0.529,0.078,9.9638e-05,0.9999,21592.0,60
715735233.0,Existing Customer,51.0,F,5.0,Post-Graduate,Married,Less than $40K,Blue,44.0,5.0,1.0,1.0,3449.0,1598.0,1851.0,0.971,1679.0,42.0,0.556,0.463,4.0349e-05,0.99996,3449.0,82
720476733.0,Existing Customer,47.0,F,3.0,High School,Married,Less than $40K,Blue,34.0,2.0,1.0,2.0,6028.0,799.0,5229.0,0.819,1002.0,22.0,0.571,0.133,5.5559e-05,0.99994,6028.0,59
715872333.0,Existing Customer,41.0,M,0.0,High School,Unknown,$120K +,Blue,36.0,3.0,2.0,3.0,18214.0,1998.0,16216.0,0.829,1344.0,21.0,1.1,0.11,0.0001597,0.99984,18214.0,25
712375758.0,Existing Customer,53.0,M,3.0,Uneducated,Married,$80K - $120K,Blue,43.0,3.0,3.0,1.0,16393.0,1423.0,14970.0,1.642,1461.0,42.0,0.75,0.087,0.00011574,0.99988,16393.0,84
708868233.0,Attrited Customer,68.0,M,0.0,High School,Married,Less than $40K,Blue,52.0,1.0,3.0,2.0,1438.3,900.0,538.3,0.743,760.0,21.0,0.615,0.626,0.99338,0.00662,1438.3,65
718030083.0,Existing Customer,59.0,M,1.0,College,Married,$60K - $80K,Blue,36.0,4.0,1.0,2.0,7871.0,1687.0,6184.0,1.242,1428.0,22.0,1.444,0.214,5.0261e-05,0.99995,7871.0,69
720707283.0,Existing Customer,48.0,M,4.0,Unknown,Married,$80K - $120K,Blue,36.0,5.0,3.0,0.0,5288.0,866.0,4422.0,0.869,1777.0,42.0,0.75,0.164,7.6492e-05,0.99992,5288.0,61
771698658.0,Existing Customer,44.0,M,5.0,Graduate,Married,$60K - $80K,Blue,32.0,4.0,5.0,3.0,11376.0,2006.0,9370.0,0.619,1302.0,27.0,0.8,0.176,0.00034882,0.99965,11376.0,28
748326258.0,Existing Customer,48.0,M,3.0,College,Married,$80K - $120K,Blue,41.0,4.0,5.0,3.0,12302.0,1632.0,10670.0,1.509,1483.0,41.0,0.519,0.133,0.00034086,0.99966,12302.0,42
770817783.0,Existing Customer,47.0,M,4.0,Graduate,Married,$60K - $80K,Silver,33.0,3.0,2.0,1.0,34516.0,1679.0,32837.0,0.623,1060.0,27.0,0.5,0.049,6.5045e-05,0.99993,34516.0,57
779353083.0,Existing Customer,47.0,M,2.0,Graduate,Married,$60K - $80K,Silver,32.0,4.0,2.0,2.0,34516.0,1468.0,33048.0,0.505,1330.0,32.0,0.684,0.043,0.00010284,0.9999,34516.0,73
711441333.0,Existing Customer,43.0,F,1.0,High School,Divorced,Less than $40K,Silver,35.0,3.0,2.0,2.0,10514.0,1580.0,8934.0,0.504,1229.0,27.0,0.8,0.15,9.3844e-05,0.99991,10514.0,40
719808558.0,Attrited Customer,55.0,F,2.0,Graduate,Married,Less than $40K,Blue,43.0,2.0,4.0,3.0,1438.3,0.0,1438.3,0.707,886.0,27.0,0.421,0.0,0.99727,0.00272694,1438.3,37
711551958.0,Attrited Customer,59.0,M,2.0,Post-Graduate,Married,$60K - $80K,Blue,46.0,3.0,3.0,3.0,1438.3,0.0,1438.3,0.688,844.0,24.0,0.5,0.0,0.9972,0.00280059,1438.3,92
809164083.0,Existing Customer,63.0,M,1.0,Graduate,Married,$40K - $60K,Blue,56.0,2.0,1.0,2.0,2619.0,1779.0,840.0,1.259,1450.0,37.0,0.947,0.679,5.1697e-05,0.99995,2619.0,22
820596183.0,Existing Customer,58.0,M,2.0,College,Married,$120K +,Blue,53.0,2.0,3.0,0.0,24407.0,2395.0,22012.0,1.071,2311.0,48.0,0.714,0.098,6.4511e-05,0.99994,24407.0,15
715999608.0,Existing Customer,53.0,F,2.0,High School,Married,Less than $40K,Blue,36.0,4.0,1.0,2.0,2377.0,1649.0,728.0,0.93,1378.0,26.0,1.167,0.694,5.3542e-05,0.99995,2377.0,12
710565408.0,Existing Customer,59.0,M,0.0,Unknown,Unknown,$80K - $120K,Silver,40.0,3.0,2.0,3.0,34516.0,1359.0,33157.0,1.327,1033.0,26.0,1.364,0.039,0.00016316,0.99984,34516.0,75
805543158.0,Existing Customer,52.0,M,3.0,Graduate,Married,$120K +,Blue,47.0,5.0,3.0,3.0,11086.0,2207.0,8879.0,0.869,1523.0,40.0,1.105,0.199,0.0003139,0.99969,11086.0,41
709752183.0,Existing Customer,48.0,M,3.0,High School,Single,$60K - $80K,Blue,36.0,4.0,2.0,2.0,11432.0,2517.0,8915.0,0.615,1374.0,37.0,0.762,0.22,0.00011482,0.99989,11432.0,66
716479233.0,Existing Customer,43.0,M,4.0,High School,Married,$40K - $60K,Blue,36.0,5.0,3.0,2.0,13258.0,1721.0,11537.0,0.908,1080.0,21.0,1.333,0.13,0.00018339,0.99982,13258.0,32
713837058.0,Existing Customer,48.0,M,2.0,College,Single,Less than $40K,Blue,36.0,3.0,2.0,3.0,2571.0,1955.0,616.0,0.531,1234.0,24.0,0.714,0.76,0.00018612,0.99981,2571.0,90
718876683.0,Existing Customer,43.0,F,4.0,Graduate,Single,Less than $40K,Blue,31.0,5.0,2.0,0.0,5781.0,1168.0,4613.0,0.638,1600.0,32.0,0.455,0.202,4.4033e-05,0.99996,5781.0,94
770746908.0,Existing Customer,44.0,M,4.0,Unknown,Married,$60K - $80K,Blue,30.0,5.0,1.0,2.0,7872.0,2509.0,5363.0,0.971,1155.0,32.0,0.882,0.319,6.3492e-05,0.99994,7872.0,77
794843883.0,Existing Customer,41.0,M,3.0,High School,Married,$80K - $120K,Blue,35.0,6.0,1.0,2.0,34516.0,1202.0,33314.0,0.603,1353.0,33.0,0.737,0.035,5.5559e-05,0.99994,34516.0,34
803043933.0,Existing Customer,44.0,F,3.0,Uneducated,Divorced,Less than $40K,Silver,38.0,4.0,1.0,3.0,11127.0,1835.0,9292.0,2.368,1546.0,25.0,1.273,0.165,8.9305e-05,0.99991,11127.0,28
758076408.0,Existing Customer,50.0,M,2.0,Unknown,Single,$40K - $60K,Blue,43.0,2.0,1.0,3.0,1857.0,1603.0,254.0,0.579,1590.0,43.0,1.263,0.863,0.00010183,0.9999,1857.0,41
714606558.0,Existing Customer,60.0,F,1.0,Uneducated,Married,Less than $40K,Blue,36.0,5.0,1.0,0.0,1913.0,1272.0,641.0,1.008,1448.0,22.0,1.0,0.665,1.9607e-05,0.99998,1913.0,57
778425408.0,Existing Customer,44.0,M,4.0,Graduate,Single,$80K - $120K,Blue,24.0,5.0,3.0,0.0,3839.0,2295.0,1544.0,0.569,1271.0,24.0,0.714,0.598,6.9589e-05,0.99993,3839.0,7
714171108.0,Existing Customer,48.0,F,3.0,Graduate,Divorced,$40K - $60K,Blue,39.0,6.0,2.0,3.0,2115.0,1141.0,974.0,0.616,1223.0,20.0,0.538,0.539,0.00019864,0.9998,2115.0,51
719662458.0,Existing Customer,44.0,F,2.0,Graduate,Divorced,Less than $40K,Blue,27.0,5.0,2.0,2.0,1438.3,679.0,759.3,0.859,1117.0,29.0,1.071,0.472,0.00011382,0.99989,1438.3,77
713137233.0,Existing Customer,41.0,M,2.0,High School,Single,$80K - $120K,Blue,28.0,4.0,3.0,0.0,27756.0,1789.0,25967.0,0.75,994.0,24.0,0.846,0.064,6.4505e-05,0.99994,27756.0,87
769425858.0,Existing Customer,45.0,M,3.0,College,Single,$60K - $80K,Blue,32.0,4.0,1.0,2.0,1438.3,0.0,1438.3,0.81,1468.0,26.0,0.625,0.0,5.5564e-05,0.99994,1438.3,39
711297483.0,Existing Customer,47.0,F,2.0,Uneducated,Divorced,Less than $40K,Silver,34.0,6.0,4.0,2.0,13878.0,2222.0,11656.0,0.853,1658.0,38.0,0.357,0.16,0.00020195,0.9998,13878.0,9
788900883.0,Existing Customer,51.0,F,2.0,Graduate,Married,Less than $40K,Blue,36.0,3.0,1.0,3.0,3106.0,1304.0,1802.0,0.604,1368.0,38.0,0.407,0.42,9.2637e-05,0.99991,3106.0,51
758348808.0,Existing Customer,51.0,M,2.0,Graduate,Married,$120K +,Blue,44.0,4.0,3.0,3.0,34516.0,1666.0,32850.0,0.613,1218.0,18.0,0.8,0.048,0.00030251,0.9997,34516.0,43
772336458.0,Attrited Customer,60.0,F,1.0,Uneducated,Married,$40K - $60K,Blue,50.0,4.0,4.0,3.0,1438.3,1025.0,413.3,0.838,702.0,12.0,0.714,0.713,0.99717,0.00282527,1438.3,2
708711483.0,Existing Customer,57.0,M,2.0,Unknown,Married,$80K - $120K,Blue,46.0,2.0,3.0,0.0,18871.0,1740.0,17131.0,1.727,1516.0,21.0,2.0,0.092,7.2936e-05,0.99993,18871.0,70
717906783.0,Existing Customer,41.0,M,5.0,Graduate,Single,$120K +,Blue,29.0,5.0,2.0,2.0,5207.0,1748.0,3459.0,1.073,1310.0,26.0,1.0,0.336,0.00011751,0.99988,5207.0,57
719437908.0,Existing Customer,44.0,M,3.0,Post-Graduate,Divorced,$80K - $120K,Blue,36.0,6.0,2.0,2.0,17965.0,1644.0,16321.0,0.921,1767.0,50.0,0.923,0.092,0.00013897,0.99986,17965.0,68
769433508.0,Existing Customer,43.0,M,1.0,College,Single,$60K - $80K,Blue,37.0,6.0,3.0,3.0,2733.0,1819.0,914.0,0.767,933.0,25.0,0.923,0.666,0.00027607,0.99972,2733.0,19
790096533.0,Existing Customer,55.0,M,2.0,College,Married,$60K - $80K,Blue,48.0,4.0,3.0,2.0,8863.0,1301.0,7562.0,1.207,1512.0,27.0,1.455,0.147,0.00017488,0.99983,8863.0,12
720997383.0,Attrited Customer,52.0,M,1.0,Uneducated,Married,$80K - $120K,Blue,36.0,2.0,3.0,3.0,1857.0,1833.0,24.0,0.723,829.0,17.0,0.7,0.987,0.99659,0.00341249,1857.0,80
787541883.0,Existing Customer,44.0,M,3.0,Graduate,Unknown,$80K - $120K,Blue,33.0,3.0,3.0,3.0,34516.0,0.0,34516.0,0.483,1120.0,27.0,0.35,0.0,0.0003139,0.99969,34516.0,41
709930758.0,Existing Customer,41.0,M,2.0,Uneducated,Married,$40K - $60K,Blue,30.0,5.0,3.0,3.0,11107.0,1222.0,9885.0,0.538,1506.0,33.0,0.941,0.11,0.00031104,0.99969,11107.0,49
